"URI","Label","Definition","Notation","Status","AcceptedDate","skos:altLabel@bg","hasProtectionTarget","hasProtectionTarget","mandatoryUnit","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","skos:scopeNote","recommendedUnit","recommendedUnit","skos:altLabel","skos:relatedMatch","skos:relatedMatch","skos:altLabel@en","skos:altLabel@es"
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5637","Dibenzo(ah)pyrene in PM10 (aerosol)","Dibenzo(ah)pyrene in PM10 - recommended unit: ng/m3","Dibenzo(ah)pyrene in PM10","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5639","Dibenzo(ai)pyrene in PM10 (aerosol)","Dibenzo(ai)pyrene in PM10 - recommended unit: ng/m3","Dibenzo(ai)pyrene in PM10","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5643","Fluoranthene in PM10 (aerosol)","Fluoranthene in PM10 (aerosol)","Fluoranthene in PM10 (aerosol)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5654","indeno_123cd_pyrene in PM10 (air+aerosol)","Indeno-(1,2,3-cd)pyrene in PM - recommended unit: ng/m3","Indeno-(1,2,3-cd)pyrene in PM","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Indeno-(1,2,3-cd)pyrene in PM",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655","indeno_123cd_pyrene in PM10 (aerosol)","Indeno-(1,2,3-cd)pyrene in PM - recommended unit: ng/m3","Indeno-(1,2,3-cd)pyrene in PM","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Indeno-(1,2,3-cd)pyrene in PM",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5657","potassium in PM10 (aerosol)","K+ in PM10 - recommended unit: µg/m3","K+ in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"K+ in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5659","magnesium in PM10 (aerosol)","Mg2+ in PM10 - recommended unit: µg/m3","Mg2+ in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Mg2+ in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5668","sodium in PM10 (aerosol)","Na+ in PM10 - recommended unit: µg/m3","Na+  in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Na+  in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5712","Phenanthrene in PM10 (aerosol)","Phenanthrene in PM10 (aerosol)  - recommended unit: ng/m3","Phenanthrene in PM10 (aerosol)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5715","Pyrene in PM10 (aerosol)","Pyrene in PM10 (aerosol)  - recommended unit: ng/m3","Pyrene in PM10 (aerosol)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5725","Benzo(c)phenanthrene in PM10 (air+aerosol)","Benzo(c)phenanthrene in PM10 - recommended unit: ng/m3","Benzo(c)phenanthrene in PM10","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5733","Dibenzo(ah+ac)anthracene in PM10 (air+aerosol)","Dibenzo(ah+ac)anthracene in PM10 - recommended unit: ng/m3","Dibenzo(ah+ac)anthracene in PM10","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759","Benzo(j)fluoranthene in PM10 (aerosol)","Benzo(j)fluoranthene in PM10 - recommended unit: ng/m3","Benzo(j)fluoranthene in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(j)fluoranthene in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5762","Benzo(j)fluoranthene in PM10 (air+aerosol)","Benzo(j)fluoranthene in PM10 - recommended unit: ng/m3","Benzo(j)fluoranthene in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(j)fluoranthene in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5763","Dibenzo(ah)anthracene in PM10 (air+aerosol)","Dibenzo(ah)anthracene in PM10 - recommended unit: ng/m3","Dibenzo(ah)anthracene in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Dibenzo(ah)anthracene in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771","Elemental carbon in PM10 (aerosol)","EC in PM10 - recommended unit: µg/m3","EC in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"EC in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5772","Organic carbon in PM10 (aerosol)","OC in PM10 - recommended unit: µg/m3","OC in PM10","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"OC in PM10",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6","Black smoke (air)","BS - recommended unit: µg/m3","BS","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"BS",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001","Particulate matter < 2.5 µm (aerosol)","PM2.5 - recommended unit: µg/m3","PM2.5","valid","2013-09-20","PM2.5","http://dd.eionet.europa.eu/vocabulary/aq/protectiontarget/H",,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020heated","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020unheated","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/DHA80-Digitel","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/DPA14-Digitel","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/EnveaMP101M","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/F-701-20","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200E","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200S","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM107","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180C","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180D","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM280","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM365","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/SWAM5aDual","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/SWAM5aSingle","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400A","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB-FDMS","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405D","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405F-FDMS","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/airpointer","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/enviroMP101M","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/enviroMP2.5M","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA371","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA372","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/mcvCAV-AMSb","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/mcvCAV-Amb","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5014i","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6002","Particulate matter < 1 µm (aerosol)","PM1 - recommended unit: µg/m3","PM1","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/F-701-20","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200E","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200S","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180D","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM280","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA372","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5014i","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"PM1",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6003","Ultra Fine Particles (UFPs) -  recommended unit: particles.cm-3","Concentration of particles with less than 100 nanometers (10^-9 m) in diameter, measured as number of particles per volume","UFPs","valid","2022-03-24",,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/particles.cm-3","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-CPC5412","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-CPC5420","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-SMPS+C420","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3031","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3080SMPS","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3550NSAM","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3750CPC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3752CPC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3772CPC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3775CPC","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TSI3776UCPC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added by Jaume Targa",,,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6005","1-Butene (air)","H2C=CH-CH2-CH3 - recommended unit: µg/m3","H2C=CH-CH2-CH3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"H2C=CH-CH2-CH3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6006","trans-2-Butene (air)","trans-H3C-CH=CH-CH3 - recommended unit: µg/m3","trans-H3C-CH=CH-CH3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"trans-H3C-CH=CH-CH3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6007","cis-2-Butene (air)","cis-H3C-CH=CH-CH3 - recommended unit: µg/m3","cis-H3C-CH=CH-CH3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"cis-H3C-CH=CH-CH3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6008","1-Pentene (air)","H2C=CH-CH2-CH2-CH3 - recommended unit: µg/m3","H2C=CH-CH2-CH2-CH3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"H2C=CH-CH2-CH2-CH3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6009","2-Pentene (air)","H3C-HC=CH-CH2-CH3 - recommended unit: µg/m3","H3C-HC=CH-CH2-CH3","valid","2013-09-20","H3C-HC=CH-CH2-CH3",,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/601","N3methylphenanthrene (air+aerosol)","3-methylphenantrene - recommended unit: ng/m3","3-methylphenantrene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"3-methylphenantrene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6011","1,2,4-Trimethylbenzene (air)","1,2,4-C6H3(CH3)3 - recommended unit: µg/m3","1,2,4-C6H3(CH3)3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"1,2,4-C6H3(CH3)3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6012","1,2,3-Trimethylbenzene (air)","1,2,3-C6H3(CH3)3 - recommended unit: µg/m3","1,2,3-C6H3(CH3)3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"1,2,3-C6H3(CH3)3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6013","1,3,5-Trimethylbenzene (air)","1,3,5-C6H3(CH3)3 - recommended unit: µg/m3","1,3,5-C6H3(CH3)3","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"1,3,5-C6H3(CH3)3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6015","Benzo(a)pyrene (air+aerosol)","BaP - recommended unit: ng/m3","BaP","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"BaP",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6016","1-Hexene (air)","C6H12 - recommended unit: µg/m3","C6H12","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6017","Butyl acetate (air)","Butyl acetate (air) - C6H12O2 - recommended unit: µg/m3","C6H12O2","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/602","N9methylphenanthrene (air+aerosol)","9-methylphenantrene - recommended unit: ng/m3","9-methylphenantrene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"9-methylphenantrene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/604","aluminium (aerosol)","Al - recommended unit: ng/m3","Al","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Al",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/605","aluminium (precip)","Al - recommended unit: µg/l","Al","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Al",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/606","anthracene (air+aerosol)","Anthracene - recommended unit: ng/m3","Anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/607","anthracene (precip)","Anthracene - recommended unit: ng/l","Anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/608","anthracene (precip+dry_dep)","Anthracene - recommended unit: µg/m2/day","Anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/609","Benzo(a)anthracene (air+aerosol)","Benzo(a)anthracene - recommended unit: ng/m3","Benzo(a)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(a)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/610","Benzo(a)anthracene (precip)","Benzo(a)anthracene - recommended unit: ng/l","Benzo(a)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Benzo(a)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/611","Benzo(a)anthracene (precip+dry_dep)","Benzo(a)anthracene - recommended unit: µg/m2/day","Benzo(a)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Benzo(a)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/613","Benzo(a)fluorene (air+aerosol)","Benzo(a)fluorene - recommended unit: ng/m3","Benzo(a)fluorene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(a)fluorene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/616","Benzo(b)fluoranthene (air+aerosol)","Benzo(b)fluoranthene - recommended unit: ng/m3","Benzo(b)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(b)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/617","Benzo(b)fluoranthene (precip)","Benzo(b)fluoranthene - recommended unit: ng/l","Benzo(b)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Benzo(b)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/618","Benzo(b)fluoranthene (precip+dry_dep)","Benzo(b)fluoranthene - recommended unit: µg/m2/day","Benzo(b)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Benzo(b)fluoranthene",,,,
