Sampling Point Id, Country, Air Quality Station EoI Code, Longitude, Latitude, Altitude, Air Quality Station Area, Air Quality Station Type, 
GB_SamplingPoint_61501, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_61503, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_61503, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_61503, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_61503, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_65096, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_65096, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_65096, United Kingdom, GB0840A, -0.944100000, 51.4531, 58.0, urban, background, 
GB_SamplingPoint_61718, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_61718, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_61718, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_61719, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_61719, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64540, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64540, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64541, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64541, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64541, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64542, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64542, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_64542, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_66630, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_66631, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_66635, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_66637, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_66797, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68445, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68446, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68447, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68448, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68449, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68451, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68452, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68453, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68454, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68455, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68456, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68457, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68458, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68663, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68664, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68665, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68666, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68667, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_68668, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_74170, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_74396, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_74397, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_74398, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_74399, United Kingdom, GB0841A, -0.636800000, 53.5863, 36.0, urban, industrial, 
GB_SamplingPoint_69367, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69368, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69369, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69370, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69371, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69372, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69374, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69375, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69376, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69377, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69378, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69380, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69381, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69382, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69383, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69384, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69385, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_69386, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_74290, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_74291, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_74292, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_74293, United Kingdom, GB0847A, -0.075500000, 51.4247, 110.0, urban, traffic, 
GB_SamplingPoint_68265, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68266, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68267, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68268, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68269, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68271, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68272, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68273, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68274, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68275, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68276, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68277, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68278, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68591, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68592, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68593, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68594, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68595, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68596, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_74360, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_74361, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_74362, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_74363, United Kingdom, GB0849A, -0.276200000, 51.5898, 25.0, urban, background, 
GB_SamplingPoint_68070, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68071, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68072, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68073, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68074, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68076, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68077, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68078, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68079, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68080, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68081, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68082, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68513, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68514, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68515, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68516, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68517, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_68518, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_74314, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_74315, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_74316, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_74317, United Kingdom, GB0850A, -0.183000000, 50.8366, 25.0, urban, background, 
GB_SamplingPoint_61721, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61722, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61722, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61723, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61723, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61724, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61724, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61725, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61725, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61726, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_61726, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_64782, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_65309, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_65309, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_65639, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68160, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68161, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68162, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68163, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68164, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68166, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68167, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68168, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68169, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68170, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68171, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68172, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68173, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68549, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68550, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68551, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68552, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68553, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_68554, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_74274, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_74275, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_74276, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_74277, United Kingdom, GB0851A, -1.830600000, 52.5117, 93.0, urban, background, 
GB_SamplingPoint_65910, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_65911, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_65912, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_65913, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_65914, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_69144, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_69579, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_69583, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_69588, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_69594, United Kingdom, GB0853A, -3.161400000, 54.4035, 220.0, rural, background, 
GB_SamplingPoint_65734, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_65735, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_65736, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_65737, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_65738, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_69139, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_69449, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_69453, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_69458, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_69464, United Kingdom, GB0854A, -3.805300000, 52.3524, 260.0, rural, background, 
GB_SamplingPoint_65729, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_65730, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_65731, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_65732, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_65733, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_69138, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_69423, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_69427, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_69432, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_69438, United Kingdom, GB0855A, -1.232300000, 52.7220, 186.0, rural, background, 
GB_SamplingPoint_65749, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_65750, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_65751, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_65752, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_65753, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_69142, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_69527, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_69531, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_69536, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_69542, United Kingdom, GB0856A, -0.236600000, 52.4036, 40.0, rural, background, 
GB_SamplingPoint_65754, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_65755, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_65756, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_65757, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_65758, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_69143, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_69553, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_69557, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_69562, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_69568, United Kingdom, GB0858A, -1.332400000, 51.7703, 158.0, rural, background, 
GB_SamplingPoint_61834, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61835, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61835, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61836, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61836, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61837, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61837, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_65050, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_76916, United Kingdom, GB0860A, -0.147600000, 50.8408, 10.0, urban, background, 
GB_SamplingPoint_61917, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61918, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61918, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61919, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61919, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61920, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61920, United Kingdom, GB0861A, -2.736700000, 52.2217, 75.0, suburban, background, 
GB_SamplingPoint_61838, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61838, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61839, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61839, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61839, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61841, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61841, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61842, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61842, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61842, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_65315, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_65315, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_65315, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_65315, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_76914, United Kingdom, GB0863A, -1.406900000, 54.8836, 110.0, urban, background, 
GB_SamplingPoint_61754, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61754, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61755, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61755, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61755, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61756, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61756, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61756, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61757, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61757, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61758, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_61758, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_65338, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_65338, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_65338, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_65338, United Kingdom, GB0864A, -2.638100000, 53.5491, 45.0, urban, background, 
GB_SamplingPoint_68100, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68101, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68102, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68103, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68104, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68106, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68107, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68108, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68109, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68110, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68111, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68112, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
GB_SamplingPoint_68113, United Kingdom, GB0867A, -1.578600000, 53.7661, 48.0, urban, background, 
